1,2,Q1077-ND,FAD1-08025CBAW11-A,FAN AXIAL 80X25MM 12VDC WIRE,mah473,203,0,8.13,16.26
2,3,102-6206-ND,TB007-508-05BE,"TERMINAL BLOCK, SCREW TYPE, 5.08",mah473,1511,0,1.44,4.32
3,5,1N5408GDICT-ND,1N5408G-T,DIODE GEN PURP 1KV 3A DO201AD,mah473,538821,0,0.39,1.95
4,2,1053-1403-ND,WMG80B,FAN GUARD 80MM WIRE MESH BLACK,mah473,2565,0,1.45,2.9
5,3,LM395T/NOPB-ND,LM395T/NOPB,TRANS NPN 36V 2.2A TO220-3,mah473,1179,0,3.86,11.58
