Quantity,Link,Description,Pitt User ID,Unit Price,Extended Price USD
2,https://www.amazon.com/SUBALIGU-Ultrasonic-Distance-Transmitter-Receiver/dp/B08FGTYLHB/ref=sr_1_2_sspa?dchild=1&keywords=arduino+distance+sensor&qid=1612830791&sr=8-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzNEw2RFdVOVRTTVpYJmVuY3J5cHRlZElkPUEwNTc5NjM4M0lYMjRSRkVNOUREOCZlbmNyeXB0ZWRBZElkPUEwMDY3NzAxMTVGMlpZR1dPMENNQiZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,555 Timer,rim39,10.99,21.98
